Id,Active_cust,estimated_income,months_on_network,complaints_count,plan_changes_count,relocated_new_place,monthly_bill_avg,CSAT_Survay_Score,high_talktime_flag,internet_time
24121,Yes,88706,4,0,3,No,158.75,2,No,11
24122,Yes,37728,31,0,3,No,126.51,2,Yes,121
24123,Yes,84549,1,0,3,No,139.53,1,No,26
24124,Yes,31604,25,0,4,No,119.9,3,No,92
24125,Yes,60704,9,0,2,No,160.99,4,Yes,192
24126,Yes,75828,44,1,0,No,54.13,1,No,87
24127,Yes,59937,79,0,2,No,102.54,2,Yes,104
24128,Yes,88552,90,1,4,No,183.47,5,No,194
24129,Yes,36706,76,2,0,No,36.59,2,Yes,172
24130,No,81304,58,1,0,No,39.36,2,Yes,223
24131,Yes,66058,87,0,4,No,183.59,3,No,206
24132,No,47948,57,1,1,No,84.74,1,No,200
24133,Yes,73775,60,1,4,No,51.07,4,No,78
24134,No,63593,84,0,4,No,177.08,3,No,65
24135,Yes,94591,4,4,0,No,188.03,2,No,226
24136,Yes,76668,77,1,0,No,35.16,1,No,188
24137,Yes,73253,81,0,3,No,49.13,4,Yes,66
24138,Yes,51540,50,1,0,No,168.57,4,No,28
24139,No,67931,42,2,3,Yes,52.45,3,Yes,66
24140,Yes,53496,102,0,4,No,178.78,4,No,136
24141,Yes,63754,92,2,4,Yes,61.36,4,No,69
24142,No,89907,40,1,4,No,169.98,4,No,199
24143,Yes,59284,118,0,0,No,94.81,1,No,114
24144,Yes,36076,81,0,1,Yes,194.36,4,Yes,155
24145,Yes,74890,63,1,0,No,91.94,5,Yes,142
24146,Yes,80736,72,0,1,No,49.88,3,No,153
24147,No,96779,14,0,2,No,197.54,3,No,57
24148,Yes,82287,40,0,3,No,136.81,2,No,59
24149,Yes,59566,64,0,0,Yes,33.43,5,Yes,163
24150,Yes,70215,79,0,0,No,136.95,1,Yes,65
24151,Yes,72786,34,0,2,No,150.03,2,No,63
24152,Yes,73683,14,0,4,No,46.59,4,No,171
24153,Yes,20000,81,0,1,No,34.64,1,No,93
24154,Yes,53530,35,1,3,No,83.57,4,Yes,213
24155,No,74540,37,0,4,No,73.64,4,No,42
24156,Yes,86987,19,0,2,No,130.47,3,Yes,216
24157,Yes,52314,75,0,3,No,154.87,3,No,132
24158,Yes,56700,105,0,3,No,158.42,2,No,32
24159,No,60230,34,0,3,No,199.73,1,Yes,172
24160,Yes,62302,74,0,0,No,140.33,2,No,109
24161,No,82088,20,0,0,No,112.9,3,Yes,191
24162,No,50230,15,0,2,No,143.61,5,Yes,95
24163,No,82296,2,2,3,No,67.09,4,Yes,8
24164,Yes,93375,97,0,0,No,79.24,1,No,236
24165,Yes,57126,23,1,0,No,31.31,1,No,92
24166,Yes,56402,15,1,0,No,48.69,4,Yes,192
24167,No,68150,100,1,3,Yes,165.17,4,No,165
24168,No,53270,35,0,2,No,84.33,1,No,168
24169,No,63241,64,0,2,No,184.29,4,Yes,75
24170,Yes,35606,87,0,4,No,177.19,2,No,196
24171,Yes,82114,23,1,1,No,105.15,2,No,28
24172,Yes,98260,102,2,1,No,198.39,5,No,85
24173,Yes,51535,48,0,1,No,80.29,4,Yes,160
24174,Yes,32075,113,1,0,No,112.24,1,Yes,101
24175,Yes,83417,77,0,2,No,151.64,4,Yes,118
24176,No,56630,33,4,3,No,69.72,3,No,58
24177,Yes,51643,62,0,4,Yes,95.57,4,No,221
24178,No,62560,57,1,0,No,41.21,4,No,38
24179,No,40583,41,0,0,No,71.31,1,Yes,42
24180,Yes,74640,100,0,3,No,88.3,5,No,28
24181,Yes,39707,10,1,4,No,191.27,1,Yes,210
24182,Yes,41312,2,0,2,No,32.26,3,No,3
24183,Yes,41043,90,0,2,No,105.58,4,No,192
24184,Yes,68279,43,0,3,No,177.32,3,No,192
24185,Yes,28726,49,2,3,No,169.36,2,No,162
24186,No,106765,43,0,2,No,160.56,2,No,35
24187,Yes,57489,28,1,1,No,182.8,4,No,3
24188,Yes,22675,22,1,3,No,165.11,4,Yes,10
24189,No,43785,20,1,3,No,92.65,4,Yes,159
24190,Yes,76975,71,0,1,No,151.68,1,No,100
24191,Yes,91966,99,0,1,No,106.98,3,No,16
24192,No,68263,20,0,0,Yes,160.05,1,Yes,31
24193,Yes,66712,23,2,1,No,145.95,2,No,163
24194,Yes,34396,11,0,4,No,132.54,3,Yes,94
24195,No,94777,47,1,4,No,160.73,3,No,162
24196,Yes,76118,82,0,2,No,76.27,5,No,54
24197,Yes,71421,38,0,0,No,102.75,5,No,192
24198,Yes,65338,18,2,0,Yes,168.57,3,Yes,200
24199,Yes,75620,48,0,0,No,100.62,4,Yes,15
24200,No,48998,34,1,0,No,189.48,5,No,203
24201,No,83786,99,0,0,No,157.22,5,Yes,158
24202,Yes,81067,4,1,2,No,56.81,4,No,121
24203,No,63037,74,1,2,No,195.27,2,No,164
24204,No,59558,69,0,0,No,179.07,3,No,226
24205,Yes,21831,88,0,3,No,168.56,1,No,52
24206,Yes,30355,51,1,1,Yes,108.93,5,Yes,14
24207,Yes,75915,119,0,4,No,78.32,5,No,115
24208,Yes,83094,75,2,2,No,186.16,3,Yes,55
24209,Yes,86401,79,0,4,No,39.84,3,No,221
24210,Yes,38056,78,0,4,No,95.22,1,No,144
24211,Yes,110869,114,0,1,Yes,154.6,1,Yes,67
24212,No,85005,41,0,0,No,34.38,5,No,125
24213,No,53530,109,0,3,Yes,88.74,5,Yes,106
24214,Yes,68266,106,0,0,No,178.25,4,No,136
24215,No,31052,114,1,2,No,38.52,5,No,100
24216,Yes,52661,0,2,1,No,167.97,5,Yes,9
24217,Yes,75765,116,2,3,No,67.11,1,No,144
24218,Yes,66253,97,0,1,No,172.18,1,No,25
24219,No,99862,33,2,4,No,39.8,4,Yes,236
24220,No,35411,108,0,3,No,62.81,4,Yes,232
24221,No,62657,118,0,4,No,146.18,2,No,47
24222,No,42267,103,1,3,No,74.69,4,Yes,21
24223,Yes,95701,94,0,3,No,72.11,2,No,124
24224,No,70307,55,0,2,No,118.03,3,Yes,68
24225,Yes,65168,52,0,1,No,30.47,3,No,225
24226,Yes,62337,58,0,4,No,132.43,3,No,231
24227,Yes,47458,73,2,0,No,183.69,3,Yes,185
24228,Yes,88968,72,1,2,No,118.47,1,Yes,235
24229,Yes,68412,107,0,0,No,181.41,5,No,231
24230,Yes,69895,54,1,4,No,165.83,1,Yes,65
24231,Yes,76646,69,1,0,No,184.42,5,No,184
24232,Yes,47764,29,1,3,No,32.35,2,No,2
24233,Yes,104905,20,0,1,No,107.41,2,Yes,157
24234,Yes,96390,117,0,1,No,135.74,5,Yes,4
24235,Yes,64280,28,0,2,No,175.88,3,Yes,100
24236,No,58978,89,2,4,No,116.09,5,Yes,51
24237,No,77792,63,0,0,No,148.12,1,No,78
24238,Yes,87403,98,1,0,No,165.92,5,No,165
24239,No,100005,22,0,0,No,57.2,1,No,100
24240,Yes,77896,111,2,3,No,152.6,1,No,30
24241,Yes,67731,24,2,4,No,173.44,5,No,179
24242,Yes,67742,97,2,4,No,95.52,5,Yes,36
24243,Yes,27386,8,1,3,No,113.56,2,No,201
24244,Yes,56394,108,1,4,No,126.43,5,Yes,167
24245,Yes,72224,7,0,1,No,115.59,5,Yes,0
24246,Yes,20000,115,0,0,No,30.21,5,No,21
24247,Yes,68598,63,0,3,No,83.02,2,No,8
24248,No,48759,32,2,3,No,56.1,2,No,178
24249,Yes,96540,83,2,0,No,192.24,4,Yes,229
24250,No,59306,49,0,1,No,92.94,4,No,231
24251,Yes,59727,16,1,0,No,145.1,4,No,220
24252,No,62251,57,1,4,No,123.41,1,No,10
24253,Yes,64906,15,2,0,No,185.68,1,No,72
24254,No,80856,78,0,3,No,73.38,2,No,225
24255,No,58113,12,1,2,No,127.07,1,Yes,52
24256,Yes,65468,68,0,0,No,62.79,2,No,130
24257,Yes,80975,101,0,1,No,51.31,2,No,133
24258,Yes,65170,13,0,0,No,115.42,1,No,96
24259,No,78108,112,0,3,No,58.07,2,No,120
24260,Yes,56088,115,0,0,No,198.95,1,Yes,221
24261,Yes,72020,17,0,0,No,125.31,2,No,71
24262,Yes,91179,33,0,0,No,42.72,1,No,225
24263,Yes,77049,74,2,4,No,175.77,2,Yes,112
24264,Yes,27579,33,0,3,No,106.23,2,No,225
24265,No,76107,104,1,2,No,194.94,5,No,66
24266,Yes,41920,79,1,2,No,191.37,2,No,126
24267,No,46500,39,1,0,No,112.79,1,No,60
24268,Yes,74837,85,0,3,No,137.63,4,Yes,195
24269,Yes,45608,98,1,1,No,84.41,3,No,33
24270,Yes,42803,23,2,4,No,144.0,4,No,130
24271,No,64930,17,0,3,No,101.12,5,Yes,170
24272,Yes,52731,110,2,4,No,149.79,1,No,70
24273,Yes,32404,65,0,4,No,88.88,2,Yes,24
24274,Yes,76107,16,0,4,No,98.11,1,Yes,5
24275,Yes,84708,97,0,4,Yes,85.07,4,Yes,7
24276,No,83094,0,0,2,No,186.13,4,Yes,92
24277,Yes,47033,23,1,4,No,135.51,2,Yes,121
24278,Yes,73218,26,0,2,No,40.69,4,No,180
24279,Yes,55118,117,1,0,No,80.3,4,No,164
24280,Yes,39650,77,2,2,No,91.88,2,Yes,42
24281,Yes,50053,103,0,3,No,64.77,4,No,65
24282,Yes,20000,1,1,1,No,136.53,2,No,106
24283,Yes,43854,10,1,3,No,104.68,5,No,118
24284,Yes,35665,95,1,3,No,37.78,1,No,130
24285,Yes,69058,4,1,4,Yes,66.87,4,No,177
24286,Yes,70829,89,0,1,Yes,65.12,1,Yes,103
24287,Yes,31205,37,1,3,No,90.22,5,Yes,187
24288,Yes,81559,6,0,3,No,152.42,3,Yes,80
24289,Yes,52844,98,2,3,No,53.63,2,No,235
24290,Yes,43612,91,1,0,No,144.13,1,No,97
24291,No,29193,75,0,1,No,73.36,5,No,126
24292,Yes,48982,24,0,3,No,65.96,4,Yes,207
24293,Yes,62215,98,2,1,No,135.79,1,Yes,116
24294,Yes,84915,94,0,3,No,108.92,2,Yes,88
24295,Yes,62894,13,2,4,No,154.44,5,Yes,186
24296,No,58702,105,0,2,No,144.22,3,Yes,41
24297,Yes,76609,56,0,2,No,185.44,1,Yes,25
24298,Yes,67801,29,1,2,Yes,40.46,4,No,140
24299,Yes,34898,38,0,2,Yes,199.75,2,No,5
24300,No,56265,56,1,1,No,84.57,5,No,201
24301,No,53499,21,0,2,No,168.53,5,Yes,80
24302,Yes,62001,60,1,3,No,90.69,4,No,94
24303,No,55493,32,0,4,No,145.57,4,No,61
24304,Yes,48870,52,0,0,No,33.7,2,Yes,233
24305,Yes,94297,29,1,1,No,76.27,1,No,186
24306,Yes,64095,43,1,1,No,82.69,2,No,58
24307,Yes,74537,87,1,4,No,182.27,5,No,102
24308,Yes,62652,59,0,0,No,61.12,2,No,111
24309,No,81304,86,0,4,No,178.5,4,Yes,41
24310,Yes,63183,7,1,0,No,70.78,1,No,51
24311,Yes,84447,0,1,2,No,105.84,5,No,238
24312,Yes,20000,50,0,2,No,157.14,2,No,116
24313,Yes,66993,47,0,2,No,121.46,2,No,22
24314,Yes,70221,111,1,0,No,173.29,2,No,227
24315,Yes,71092,62,0,4,No,195.47,3,Yes,31
24316,Yes,43323,68,3,3,No,100.9,3,No,142
24317,Yes,50546,76,1,3,No,115.99,4,Yes,205
24318,Yes,44133,55,1,4,No,177.15,5,Yes,210
24319,Yes,74741,31,0,3,No,41.46,1,No,172
24320,Yes,83085,88,2,3,No,74.69,3,Yes,56
24321,Yes,32122,39,3,1,Yes,93.05,3,No,129
24322,Yes,69103,50,3,3,No,56.61,5,No,27
24323,Yes,47707,88,0,2,No,35.14,2,Yes,129
24324,Yes,99951,60,0,4,No,51.41,5,No,49
24325,No,76252,42,0,2,No,182.69,5,No,12
24326,No,57961,51,2,0,No,80.05,5,Yes,116
24327,No,62301,109,0,0,No,81.14,2,Yes,23
24328,Yes,90941,115,0,3,No,158.24,3,Yes,57
24329,Yes,66143,5,1,3,No,36.3,3,No,35
24330,Yes,29227,75,0,3,No,60.77,2,No,154
24331,Yes,95346,15,3,1,No,110.36,5,Yes,178
24332,Yes,81256,41,2,4,No,37.92,1,No,69
24333,No,54252,25,0,4,No,111.91,2,Yes,163
24334,Yes,77014,59,1,1,No,103.93,2,No,15
24335,Yes,52730,42,0,0,No,39.36,5,No,109
24336,Yes,52199,52,1,0,Yes,39.4,4,Yes,114
24337,Yes,62577,118,0,1,No,87.8,2,No,206
24338,Yes,77000,89,0,2,No,31.09,2,Yes,54
24339,Yes,74409,114,0,1,No,114.25,5,Yes,199
24340,Yes,83766,85,0,3,Yes,150.42,3,Yes,117
24341,No,74496,90,0,0,No,106.38,3,Yes,44
24342,Yes,94066,15,1,2,No,152.38,4,Yes,69
24343,No,99487,72,1,0,Yes,98.07,2,No,22
24344,Yes,71043,75,2,2,No,162.53,2,Yes,26
24345,Yes,58272,52,1,4,No,148.94,5,No,23
24346,Yes,61410,66,0,1,No,172.67,5,Yes,192
24347,No,26490,77,1,3,Yes,70.66,5,No,171
24348,Yes,65412,77,0,3,No,70.96,1,No,86
24349,Yes,52661,18,1,1,No,139.77,5,No,219
24350,Yes,50901,86,0,2,No,163.75,3,No,188
24351,Yes,64242,24,1,3,No,198.91,1,Yes,17
24352,Yes,23021,19,0,4,No,131.15,5,No,60
24353,No,61422,51,1,3,No,132.44,2,No,116
24354,Yes,69080,9,1,4,No,158.76,5,No,44
24355,Yes,34289,20,0,1,No,196.71,3,Yes,156
24356,No,92087,6,1,4,No,113.2,5,No,120
24357,No,73857,77,0,3,No,35.3,5,No,5
24358,Yes,90813,60,0,2,No,89.12,2,No,124
24359,Yes,73684,72,0,3,No,128.68,2,Yes,165
24360,Yes,72216,32,1,0,No,136.28,4,No,136
24361,No,95441,0,0,2,No,190.17,1,Yes,36
24362,No,91309,53,0,0,No,169.54,3,No,167
24363,No,103832,79,0,1,No,30.97,2,Yes,197
24364,Yes,62519,53,0,1,No,132.79,1,No,46
24365,Yes,49106,99,0,1,No,193.17,4,No,211
24366,Yes,41845,42,0,1,No,102.89,1,No,96
24367,Yes,45452,74,2,3,No,199.37,2,No,187
24368,No,78567,23,4,3,No,118.92,1,Yes,164
24369,Yes,119527,68,0,2,No,79.76,5,No,86
24370,Yes,95171,114,3,0,No,35.63,4,Yes,49
24371,No,61407,68,1,1,No,122.54,1,No,217
24372,Yes,80327,25,0,2,No,98.29,3,Yes,19
24373,Yes,53932,73,0,3,No,132.53,2,No,89
24374,No,55176,15,1,3,Yes,67.03,2,No,80
24375,No,44311,93,1,3,No,118.55,3,No,13
24376,No,45643,41,0,0,No,138.73,1,No,67
24377,Yes,76108,69,2,3,No,159.33,1,Yes,179
24378,Yes,94653,85,2,3,No,124.58,2,No,223
24379,Yes,85822,0,0,2,No,61.64,1,No,177
24380,Yes,94153,55,2,0,No,32.77,1,Yes,4
24381,Yes,80676,17,0,0,No,113.62,2,Yes,227
24382,No,64313,80,0,3,No,56.34,4,No,36
24383,Yes,54489,17,1,4,No,163.51,1,No,158
24384,Yes,76537,118,0,0,No,168.12,4,Yes,48
24385,No,31407,98,0,0,Yes,46.28,3,Yes,3
24386,No,52909,18,1,4,No,166.38,2,No,6
24387,Yes,49247,72,1,2,No,42.95,4,No,235
24388,No,89881,13,1,2,No,85.99,4,Yes,40
24389,No,37448,57,0,3,No,199.92,5,No,44
24390,No,83591,38,2,3,No,128.34,3,No,154
24391,No,72748,72,0,0,No,35.67,4,Yes,33
24392,No,72992,70,1,1,No,57.64,4,No,70
24393,Yes,55649,16,0,2,No,103.3,4,Yes,199
24394,Yes,35735,3,4,4,No,46.49,1,No,199
24395,Yes,75005,67,0,4,No,150.76,5,No,45
24396,Yes,82717,53,0,4,No,66.39,4,No,28
24397,Yes,74943,88,1,0,No,79.61,3,No,216
24398,Yes,62119,38,2,0,No,64.24,2,No,80
24399,Yes,42241,12,1,0,No,103.95,4,No,216
24400,No,52538,106,1,2,No,70.65,1,Yes,82
24401,No,74004,50,0,2,No,121.79,5,Yes,169
24402,Yes,49198,103,0,2,No,141.32,1,No,49
24403,Yes,45760,77,2,1,Yes,186.69,3,Yes,24
24404,No,36067,37,0,1,No,174.05,5,No,127
24405,No,75704,63,3,3,No,177.91,2,No,219
24406,No,75284,53,0,1,Yes,38.08,4,No,238
24407,No,88083,26,0,2,No,183.54,1,No,37
24408,No,22118,53,0,3,Yes,80.31,4,No,236
24409,Yes,88437,53,2,4,No,114.89,2,No,145
24410,Yes,87269,74,0,0,No,36.62,2,No,89
24411,No,89173,70,3,3,No,67.55,2,No,186
24412,Yes,67392,27,1,4,No,135.56,2,No,229
24413,No,69435,79,1,1,No,127.7,1,Yes,153
24414,Yes,69342,91,0,1,No,68.07,1,No,10
24415,No,46739,30,0,1,No,178.15,5,Yes,232
24416,Yes,47589,120,2,3,No,46.85,5,Yes,74
24417,Yes,69514,60,3,4,No,49.05,2,No,153
24418,Yes,60017,85,2,2,No,139.45,2,No,226
24419,No,79322,55,0,2,No,46.85,4,No,203
24420,Yes,57869,8,0,4,No,67.12,4,Yes,31
24421,No,35626,36,0,0,No,130.79,1,No,153
24422,No,36559,94,1,4,No,40.78,1,No,217
24423,No,49774,94,2,1,Yes,39.06,2,Yes,54
24424,No,79522,84,0,4,Yes,194.35,2,Yes,5
24425,Yes,54614,55,1,2,No,74.7,5,No,96
24426,Yes,70969,68,1,2,No,89.59,1,No,39
24427,Yes,31554,45,2,3,No,81.15,5,Yes,125
24428,No,68240,18,2,1,No,103.92,5,Yes,218
24429,No,65755,84,1,1,No,179.47,2,No,240
24430,Yes,88804,93,2,0,No,36.08,2,No,214
24431,Yes,68084,100,2,4,No,149.35,4,No,46
24432,Yes,80257,76,2,3,No,98.8,5,No,228
24433,Yes,103914,114,1,4,No,149.06,2,No,207
24434,Yes,65798,50,1,4,No,43.38,4,No,70
24435,Yes,95675,64,1,1,No,39.22,5,Yes,152
24436,Yes,67479,5,0,1,No,129.32,2,Yes,85
24437,Yes,54314,43,1,1,No,115.76,2,No,211
24438,Yes,62827,82,0,2,No,168.41,4,Yes,1
24439,Yes,54866,22,0,3,No,75.41,2,No,176
24440,Yes,55588,59,1,4,No,157.6,2,No,33
24441,Yes,53530,93,4,2,No,156.89,5,Yes,189
24442,Yes,58932,18,1,0,No,32.32,2,No,232
24443,Yes,79214,62,0,4,No,101.09,2,No,131
24444,Yes,30974,13,0,1,No,41.75,4,Yes,202
24445,Yes,70742,70,1,2,No,107.63,5,No,92
24446,No,67404,112,2,3,No,87.98,5,Yes,7
24447,Yes,92688,108,0,1,No,132.3,5,Yes,130
24448,Yes,57686,73,0,4,No,146.3,3,No,93
24449,Yes,87634,95,0,0,No,62.7,1,No,231
24450,Yes,47802,117,1,1,No,141.55,2,No,130
24451,No,55900,13,0,2,No,154.95,5,Yes,211
24452,Yes,73333,50,1,3,No,34.42,3,No,92
24453,Yes,77155,39,0,2,No,88.56,3,No,206
24454,Yes,59696,16,2,2,No,159.02,2,No,30
24455,Yes,69456,57,1,2,No,58.47,2,No,62
24456,Yes,61713,38,2,0,No,176.02,1,No,6
24457,Yes,80827,77,1,4,No,179.1,1,Yes,4
24458,Yes,62068,1,1,0,No,31.06,2,No,240
24459,Yes,60541,44,0,2,No,56.44,5,No,28
24460,Yes,84825,76,1,1,No,151.23,2,No,113
24461,No,69205,61,2,2,No,87.72,5,Yes,179
24462,Yes,78366,12,0,0,No,71.69,1,No,159
24463,Yes,114971,40,0,0,No,151.29,1,Yes,26
24464,Yes,25296,55,1,1,No,55.5,3,Yes,38
24465,Yes,44450,20,1,0,No,73.69,5,Yes,148
24466,No,46444,26,0,3,No,100.4,5,No,209
24467,Yes,47928,29,2,3,No,85.48,1,No,69
24468,Yes,93462,30,1,4,Yes,59.16,2,No,172
24469,Yes,20000,23,1,0,No,63.84,2,No,198
24470,Yes,74633,110,0,0,No,129.34,1,No,60
24471,Yes,34345,50,2,0,No,191.23,3,Yes,4
24472,No,65511,91,0,3,No,112.24,4,No,169
24473,No,70187,73,1,1,No,141.09,1,No,143
24474,Yes,83125,109,0,4,Yes,150.58,2,Yes,112
24475,No,59689,92,1,2,No,150.35,4,No,182
24476,Yes,61537,33,1,3,No,154.59,3,No,85
24477,No,24009,18,1,2,No,100.69,2,Yes,12
24478,No,110602,16,1,2,No,72.6,3,No,218
24479,Yes,71128,52,0,1,No,159.12,2,Yes,97
24480,Yes,73775,33,1,4,No,133.77,2,No,128
24481,No,86460,13,1,4,No,140.81,3,No,154
24482,Yes,63650,27,1,4,No,56.76,4,Yes,135
24483,Yes,73477,10,1,0,No,106.81,5,No,29
24484,Yes,79306,117,2,0,No,96.64,5,Yes,37
24485,No,35504,37,1,3,No,134.47,4,No,168
24486,No,75612,103,1,0,No,41.23,2,No,85
24487,Yes,106503,48,0,2,No,38.17,2,Yes,31
24488,No,99936,53,2,3,Yes,126.16,1,No,137
24489,Yes,95641,6,0,3,No,72.69,2,Yes,23
24490,No,103210,17,0,3,No,133.45,5,No,215
24491,Yes,39808,32,0,4,No,138.65,4,No,35
24492,Yes,54502,61,1,1,Yes,41.71,2,Yes,89
24493,Yes,46771,10,1,3,No,182.1,1,No,107
24494,Yes,134902,104,2,4,No,158.05,2,Yes,173
24495,Yes,69878,48,0,0,No,87.07,4,No,157
24496,No,36714,83,0,0,No,73.9,3,No,209
24497,Yes,42966,105,0,0,No,199.51,3,No,12
24498,No,67142,102,3,1,No,50.05,2,No,187
24499,Yes,37741,57,2,0,No,80.54,1,No,148
24500,Yes,102373,54,2,2,No,154.0,2,No,190
24501,Yes,80810,17,2,1,No,147.08,3,Yes,193
24502,No,71261,105,0,2,No,55.4,3,No,212
24503,Yes,43927,49,1,4,No,180.75,3,Yes,104
24504,No,38578,58,2,0,No,75.55,4,Yes,235
24505,No,71983,14,2,1,No,63.21,4,No,79
24506,Yes,67749,98,2,3,No,74.55,1,Yes,37
24507,Yes,39332,3,0,0,Yes,78.13,3,No,217
24508,No,63922,37,0,1,No,103.03,4,No,6
24509,No,63974,120,2,3,No,67.37,1,Yes,104
24510,Yes,79761,63,0,0,No,148.04,3,No,168
24511,Yes,107127,98,1,0,No,141.57,2,Yes,124
24512,Yes,23409,45,1,2,No,159.81,2,No,229
24513,Yes,81023,102,0,0,No,90.64,3,Yes,32
24514,Yes,51070,107,0,1,No,124.83,4,No,23
24515,Yes,73430,42,0,4,No,143.26,3,No,123
24516,Yes,67614,62,2,2,No,100.33,3,No,231
24517,Yes,75002,91,3,3,No,188.46,4,No,145
24518,No,40138,37,3,3,No,91.56,1,Yes,61
24519,No,84392,87,0,3,No,87.2,1,No,68
24520,No,65817,5,0,0,No,32.3,3,No,219
24521,No,92834,29,0,3,No,53.9,2,No,178
24522,Yes,96848,97,0,2,No,196.55,3,No,45
24523,No,69736,120,1,2,No,157.37,1,No,98
24524,No,84797,68,0,0,No,173.64,5,Yes,185
24525,No,83067,10,0,1,No,174.43,2,No,189
24526,Yes,91774,72,0,0,No,129.13,2,No,126
24527,Yes,90326,12,0,0,No,175.24,3,No,34
24528,Yes,41720,59,0,3,No,63.69,4,No,185
24529,Yes,70564,16,2,2,No,38.27,5,Yes,95
24530,No,37233,109,0,0,No,44.01,4,Yes,189
24531,Yes,54561,118,1,4,No,170.21,4,No,82
24532,No,55373,106,1,2,No,103.22,2,No,32
24533,Yes,76702,54,1,3,No,193.59,3,No,189
24534,Yes,60396,119,0,4,No,175.1,3,Yes,11
24535,Yes,61807,7,0,2,No,108.96,1,No,138
24536,Yes,84983,114,0,4,No,177.0,1,Yes,126
24537,Yes,82588,90,1,0,Yes,39.47,2,Yes,172
24538,Yes,70519,1,0,3,No,183.76,3,Yes,84
24539,Yes,79983,18,0,4,No,49.78,1,No,142
24540,No,77918,102,1,1,No,161.94,2,No,93
24541,Yes,104297,94,1,3,No,112.72,2,Yes,227
24542,No,60824,50,1,3,No,55.34,1,No,111
24543,Yes,49960,58,0,0,No,166.48,1,Yes,185
24544,Yes,69077,106,0,3,No,41.29,2,No,30
24545,Yes,45992,21,2,0,No,79.75,4,No,181
24546,No,57641,10,1,3,No,67.9,4,Yes,148
24547,Yes,74002,77,0,2,No,166.34,3,Yes,87
24548,Yes,54852,15,0,0,No,104.07,3,No,34
24549,No,60438,93,1,1,No,84.56,2,No,81
24550,Yes,59540,97,1,2,No,109.76,4,No,87
24551,Yes,56334,117,1,1,No,32.09,4,Yes,0
24552,No,43070,77,2,3,Yes,82.6,4,No,178
24553,Yes,85244,95,2,2,No,194.04,5,Yes,109
24554,Yes,92401,117,2,4,No,58.99,1,No,125
24555,Yes,84032,34,1,4,No,129.49,2,Yes,34
24556,Yes,83854,99,0,3,No,187.8,3,Yes,56
24557,Yes,56686,89,1,1,No,107.35,5,No,164
24558,Yes,68504,75,0,4,Yes,128.25,1,No,101
24559,No,49412,116,1,3,No,58.71,2,No,148
24560,Yes,62303,7,1,3,No,41.78,1,No,68
24561,Yes,64081,88,1,1,No,64.47,5,Yes,63
24562,No,37297,86,0,3,No,176.06,4,No,41
24563,Yes,67642,4,1,4,No,109.73,2,Yes,134
24564,No,54383,12,1,2,No,193.56,3,Yes,225
24565,No,70304,15,2,4,No,57.17,1,Yes,194
24566,Yes,60298,94,0,2,No,154.79,1,No,162
24567,Yes,71928,113,2,2,No,94.06,4,No,89
24568,No,78955,70,0,2,No,184.13,5,Yes,87
24569,No,39932,56,1,1,No,33.46,4,No,44
24570,Yes,58607,38,1,0,No,122.12,4,Yes,79
24571,Yes,52040,95,0,4,No,70.78,3,Yes,32
24572,Yes,88566,110,1,1,No,138.81,5,No,176
24573,Yes,98955,102,0,4,No,140.22,3,No,18
24574,Yes,65848,32,0,3,No,76.69,3,No,150
24575,Yes,73089,93,1,2,No,188.19,4,Yes,180
24576,No,35520,118,0,2,No,174.3,4,No,17
24577,Yes,71061,79,2,4,No,161.77,1,No,6
24578,No,59824,37,0,1,Yes,170.14,1,No,189
24579,Yes,92171,88,1,1,Yes,98.35,4,No,229
24580,Yes,60450,108,0,4,No,146.89,5,Yes,192
24581,Yes,48588,61,0,0,No,42.26,3,No,220
24582,Yes,38143,95,1,3,Yes,184.46,1,No,198
24583,Yes,68621,88,0,3,No,180.86,3,Yes,94
24584,No,54131,35,2,4,No,74.75,5,Yes,123
24585,Yes,89345,110,1,2,No,175.2,3,No,50
24586,No,77664,99,0,0,No,180.15,2,Yes,142
24587,Yes,62980,39,0,2,No,191.36,4,Yes,48
24588,Yes,77545,60,0,2,No,83.58,1,Yes,46
24589,Yes,99863,62,0,0,No,121.68,4,No,93
24590,No,41801,66,0,3,No,129.27,1,Yes,94
24591,Yes,52298,108,0,0,No,37.95,1,No,111
24592,Yes,103833,99,1,0,No,161.06,3,No,110
24593,No,49911,106,0,1,No,134.88,5,No,43
24594,No,78246,45,0,3,No,190.5,1,No,146
24595,Yes,88740,72,1,0,No,37.37,4,No,132
24596,No,64684,81,0,1,No,132.98,4,No,222
24597,Yes,78789,102,1,0,No,102.36,1,No,181
24598,No,59121,96,1,1,No,148.34,1,No,111
24599,Yes,101333,47,0,0,No,36.84,1,No,79
24600,Yes,56162,76,0,0,No,64.89,4,Yes,1
24601,Yes,45908,118,1,3,No,47.55,2,No,56
24602,Yes,82774,11,2,2,No,54.27,5,No,96
24603,Yes,79199,2,0,1,No,117.61,1,No,23
24604,No,67981,15,1,3,No,177.31,5,No,86
24605,No,65660,31,1,3,No,102.75,4,No,203
24606,Yes,55080,19,1,1,No,147.56,2,No,23
24607,Yes,50306,98,0,4,No,137.76,1,Yes,181
24608,Yes,52885,83,0,0,No,135.19,1,No,12
24609,Yes,71254,29,0,0,No,106.53,2,No,144
24610,No,60865,59,0,2,No,31.56,5,Yes,7
24611,Yes,35179,79,2,3,Yes,122.48,2,No,240
